index_P,lesk_list
312,",'spokesman.n.01', 'worsen.v.01', 'give.v.43', 'size.v.03', 'commend.v.04', 'price.n.05', 'sink.v.01', 'suppose.v.01', 'well.r.01', 'news_program.n.01', 'western.n.02', 'canadian.n.02', 'texture.n.05', 'agriculturist.n.01',,'very.r.01', 'receive.v.02', 'reasonably.r.01', 'unplayful.a.01','lecture.v.01', 'nut.n.03', 'thunderbolt.n.01', 'economic.s.05', 'survival.n.02', 'worthwhile.s.01', 'farmer.n.01', 'put_option.n.02', 'crop.v.05','farm.v.01', 'leadership.n.02', 'economist.n.01', 'estimate.v.01', 'display_panel.n.01', 'commend.v.04', 'switch_off.v.01', 'around.r.07', 'percentage.n.01', 'initial.n.01', 'price.n.05','farmer.n.01', 'receive.v.10', 'initial.n.01', 'payment.n.01', 'texture.n.05', 'deliver.v.02', 'elevator.n.01', 'use.v.01', 'pale_yellow.n.01', 'display_panel.n.01',,'price.n.05', 'lower.v.01', 'federal.n.01', 'treasury.n.06', 'take.v.27', 'dispute.n.01','final.s.02', 'decision.n.04', 'initial.n.01', 'price.n.05', 'normally.r.01', 'take.v.27', 'april.n.01', 'stay.v.01', 'pale_yellow.n.01', 'display_panel.n.01', 'minister.v.02', 'charles.n.09', 'mayer.n.02', 'federal.n.01', 'cabinet.n.03','last.v.01', 'year.n.03', 'mayer.n.02', 'switch_off.v.01', 'initial.n.01', 'price.n.05', 'percentage.n.01', 'last.v.01', 'spill.n.04', 'government.n.03', 'announced.s.01', 'one.s.06', 'billion.n.03', 'canadian.n.02', 'aid.n.03', 'program.v.02', 'cover.v.15', 'price.n.05', 'switch_off.v.01',,,"
313,"'renewal.n.02', 'uranium.n.01', 'soviet_union.n.01', 'texture.n.05', 'treaty.n.01', 'suppose.v.01', 'unsealed.a.01', 'view.n.02', 'renewal.n.02', 'five-spot.n.03', 'year.n.03', 'uranium.n.01', 'soviet_union.n.01', 'texture.n.05', 'agreement.n.06', 'unsealed.a.01', 'target.v.01', 'soviet.n.01', 'trade.v.03', 'official.s.05', 'tell.v.03','current.n.02', 'trade.v.03', 'imbalance.n.01', 'united.a.01', 'state.n.06', 'soviet.n.01', 'union.n.11', 'senior_high_school.n.01', 'uranium.n.01', 'commodity.n.01', 'price.n.05', 'increased.a.01', 'world.n.06', 'texture.n.05', 'production.n.06', 'take.v.27', 'renewal.n.02', 'supply.v.01', 'agreement.n.06', 'next.r.01', 'year.n.03', 'lupus_erythematosus.n.01', 'sealed.a.01', 'albert.n.01', 'deputy.n.04', 'trade.v.03', 'representative.n.01', 'soviet.n.01', 'union.n.11', 'suppose.v.01', 'interview.n.01','current.n.02', 'agreement.n.06', 'run_out.v.04', 'family.n.04', 'suppose.v.01', 'world.n.06', 'texture.n.05', 'marketplace.n.02', 'unlike.a.01', 'first_gear.n.01', 'agreement.n.06', 'signed.a.01',,'one.s.06', 'agreement.n.06',,'give.v.43', 'prognosis.n.01', 'response.n.07', 'future.n.03', 'agreement.n.06',,'note.v.04', 'visit.v.01', 'reading.n.03', 'soviet.n.01', 'government.n.03', 'official.n.02', 'tug.v.02', 'renewal.n.02', 'agreement.n.06',,,"
314,"'soviet.n.01', 'texture.n.05', 'buy.v.01', 'uranium.n.01', 'tied.s.05', 'price.n.05', 'soviet.n.01', 'union.n.11', 'meet.v.04', 'buy.v.01', 'obligation.n.05', 'uranium.n.01', 'soviet_union.n.01', 'texture.n.05', 'agreement.n.06', 'depend.v.01', 'wholly.r.01', 'united.a.01', 'state.n.06', 'soviet.n.01', 'trade.v.03', 'official.s.05', 'tell.v.03','tell.v.03', 'fix.v.12', 'meet.v.04', 'agreement.n.06', 'united.a.01', 'state.n.06', 'wish.n.01', 'offer.v.07', 'uranium.n.01', 'texture.n.05', 'competitive.s.03', 'price.n.05',,'marketplace.n.02', 'texture.n.05', 'united.a.01', 'state.n.06', 'seller.n.01', 'offer.v.07', 'soviet.n.01', 'competitive.s.03', 'price.n.05', 'suppose.v.01', 'interview.n.01','suppose.v.01', 'united.a.01', 'state.n.06', 'live.v.07', 'agreement.n.06', 'failing.n.02', 'take.v.27', 'available.s.03', 'moscow.n.01', 'uranium.n.01', 'texture.n.05', 'prevailing.s.01', 'marketplace.n.02', 'price.n.05','charge.v.02', 'implement.v.01', 'agreement.n.06',,'article.v.01', 'agreement.n.06', 'state.n.06', 'purchase.n.03', 'sale.n.05', 'commodity.n.01', 'agreement.n.06', 'take.v.27', 'marketplace.n.02', 'price.n.05', 'prevailing.s.01', 'product.n.05', 'time.v.05', 'purchase.n.03', 'sale.n.05', 'accordance.n.02', 'normal.s.04', 'commercial.n.01', 'terminus.n.03',,,,,,,'suppose.v.01', 'time.v.05', 'metric_ton.n.01', 'subsidy.n.01', 'offer.v.07', 'uranium.n.01', 'pale_yellow.n.01', 'price.n.05', 'world.n.06', 'level.n.05',,"
315,"'american.n.03', 'farm.v.01', 'chest_of_drawers.n.01', 'react.v.02', 'farm.v.01', 'poster.n.01', 'variety.n.06', 'film_director.n.01', 'american.n.03', 'farm.v.01', 'chest_of_drawers.n.01', 'state.n.04', 'large.s.06', 'farm.v.01', 'organization.n.04', 'vote.v.03', 'tuesday.n.01', 'urge.n.02', 'sexual_intercourse.n.01', 'leave.v.11', 'farm.v.01', 'poster.n.01', 'topographic_point.n.01', 'alteration.n.02','solidly.r.02', 'react.v.02', 'unfold.v.04', 'farm.v.01', 'poster.n.01', 'suppose.v.01', 'dean.n.03', 'president.n.05','current.n.02', 'farm.v.01', 'poster.n.01', 'topographic_point.n.01', 'little.s.08', 'year.n.03', 'opinion.n.04', 'reach.v.01', 'stage.v.01', 'time.v.05', 'keep.v.01', 'legislation.n.01',,'farm.v.01', 'chest_of_drawers.n.01', 'besides.r.02', 'urge.v.01', 'agribusiness.n.01', 'secretary.n.04', 'align.v.01', 'loanword.n.01', 'rate.v.02', 'crop.v.05', 'soy.n.04', 'much.r.04', 'deem.v.01', 'potential.a.01', 'farm.v.01', 'poster.n.01', 'retain.v.02', 'soy.n.04', 'competitive.s.03', 'world.n.06', 'marketplace.n.02','farm.v.01', 'chest_of_drawers.n.01', 'proposal.n.03', 'suggest.v.03', 'producer.n.02', 'eligible.a.01', 'supplementary.s.02', 'payment.n.01', 'shape.v.02', 'security.n.04', 'dispute.n.01', 'repair.v.01', 'newfangled.s.01', 'loanword.n.01', 'rate.v.02','organization.n.04', 'besides.r.02', 'urge.v.01', 'empower.v.01', 'lack.n.01', 'payment.n.01', 'farmer.n.01', 'unable.s.02', 'plant.v.05', 'winter.v.01', 'pale_yellow.n.01', 'adverse.s.02', 'weather.v.04',,"
316,",,'however.r.01', 'texture.n.05', 'trade.v.03', 'analyst.n.03', 'suppose.v.01', 'proposal.n.03', 'ruled.s.01', 'offer.v.07', 'might.n.01', 'take.v.27', 'though.r.01', 'dear.s.02', 'future.n.03',,'much.r.04', 'talk.n.03', 'informally.r.01', 'formally.r.02','analyst.n.03', 'interview.v.03', 'convinced.s.01', 'department_of_agriculture.n.01', 'official.n.02', 'bonus.n.02', 'pale_yellow.n.01', 'offer.v.07', 'soviet.n.01', 'though.r.01', 'uranium.n.01', 'official.n.02', 'take.v.27', 'offer.v.07', 'keep.v.01', 'texture.n.05', 'talk.n.03', 'soviet.n.01', 'counterpart.n.02', 'early.a.05', 'workweek.n.01','presidency.n.01', 'secret.s.05', 'source.n.07', 'agree.v.02', 'reagan.n.01', 'presidency.n.01', 'decide.v.01', 'offer.v.07', 'subsidize.v.02', 'pale_yellow.n.01', 'moscow.n.01', 'take.v.39', 'several.s.03', 'month.n.02',,'export.v.02', 'enhancement.n.01', 'offer.v.07', 'consummated.a.01', 'overnight.r.02', 'suppose.v.01', 'one.s.06', 'former.s.03', 'department_of_agriculture.n.01', 'official.s.05', 'note.v.04', 'presidency.n.01', 'take.v.39', 'trey.n.02', 'month.n.02', 'decide.v.01', 'privilege.v.01', 'sell.v.05', 'taiwan.n.01', 'pale_yellow.n.01', 'subsidy.n.01', 'program.v.02','official.s.05', 'typify.v.02', 'large.r.01', 'texture.n.05', 'trade.v.03', ""ship's_company.n.01"", 'suppose.v.01', 'slowness.n.02', 'inside.r.02', 'department_of_agriculture.n.01', 'might.n.01', 'nudge.v.02', 'along.r.05', 'penis.n.01', 'sexual_intercourse.n.01', 'phone_number.n.01', 'urge.v.01', 'department_of_agriculture.n.01', 'workweek.n.01', 'take.v.27', 'pale_yellow.n.01', 'subsidy.n.01', 'offer.v.07', 'soviet.n.01','adjutant.n.01', 'suppose.v.01', 'sidereal_day.n.01', 'long.r.01', 'visit.v.07', 'capitol.n.01', 'hill.v.01', 'yesterday.r.02', 'theater.n.01', 'penis.n.01', 'wardrobe.n.01', 'secretary.n.04', 'subsidy.n.01', 'question.v.03', 'single.v.01', 'time.v.05',,'talk.n.03', 'workweek.n.01', 'two.n.01', 'side.n.09', 'hash_out.v.01', 'presidency.n.01', 'previous.s.03', 'offer.v.07', 'talk.n.03', 'newfangled.s.01', 'first_step.n.01','one.s.06', 'department_of_agriculture.n.01', 'official.s.05', 'take.v.39', 'part.n.11', 'consultation.n.02', 'workweek.n.01', 'trace.v.02', 'switch_over.v.01', 'sedate.v.01', 'basic.s.04', 'factual.a.02', 'economics.n.01','another.s.01', 'department_of_agriculture.n.01', 'official.s.05', 'suppose.v.01', 'cozy.s.02', 'trace.n.01', 'trace.n.01', 'soviet.n.01', 'live.v.07', 'toast.v.02', 'buy.v.01', 'four-spot.n.01', 'metric_ton.n.01', 'pale_yellow.n.01', 'year.n.03', 'given.s.01', 'favorable.s.05', 'terminus.n.03','department_of_agriculture.n.01', 'secret.s.05', 'source.n.07', 'agree.v.02', 'retainer.n.01', 'first_step.n.01', 'revue.n.01', 'group.v.02', 'likely.a.01', 'stay.v.06', 'confusion.n.02', 'inside.r.02', 'white.n.09', 'theater.n.01', 'stem.v.03', 'iran.n.01', 'sleeve.n.01', 'matter.n.01',,"
318,",,'official.n.02', 'suppose.v.01', 'discussion.n.02', 'uranium.n.01', 'agribusiness.n.01', 'department.n.03', 'pale_yellow.n.01', 'export.v.02', 'subsidy.n.01', 'soviet.n.01', 'union.n.11', 'agenda.n.02',,'texture.n.05', 'trade.v.03', 'official.n.02', 'speculate.v.04', 'department_of_agriculture.n.01', 'take.v.27', 'pale_yellow.n.01', 'export.v.02', 'enhancement.n.01', 'offer.v.07', 'moscow.n.01', 'department_of_agriculture.n.01', 'official.n.02', 'suppose.v.01', 'matter.n.04', 'active.n.03', 'retainer.n.01','department_of_agriculture.n.01', 'today.r.02', 'familial.s.02', 'sexual_intercourse.n.01', 'software.n.01', 'legislative.a.01', 'proposal.n.03', 'include.v.03', 'poster.n.01', 'switch_off.v.01', 'target.v.01', 'price.n.05', 'speed.n.02', 'loanword.n.01', 'rate.v.02', 'reduction.n.03',,"
319,"'department_of_agriculture.n.01', 'scrap.n.03', 'cotton.v.01', 'rice.v.01', 'bean.v.01', 'price.n.05', 'floor.n.10', 'software.n.01', 'propose.v.01', 'farm.v.01', 'policy.n.02', 'variety.n.06', 'reagan.n.01', 'presidency.n.01', 'station.v.01', 'sexual_intercourse.n.01', 'today.r.02', 'include.v.03', 'provision.n.04', 'rule_out.v.03', 'minimum.n.02', 'price.n.05', 'support.v.09', 'level.n.05', 'upland.a.01', 'cotton.v.01', 'rice.v.01', 'soy.n.04','software.n.01', 'receive.v.02', 'besides.r.02', 'include.v.03', 'provision.n.04', 'sketch.v.02', 'promote.v.02', 'department_of_agriculture.n.01', 'official.n.02', 'increase.n.03', 'annual.n.02', 'permissible.s.02', 'switch_off.v.01', 'basic.s.04', 'price.n.05', 'support.v.09', 'level.n.05', 'major.n.04', 'crop.v.05', 'percentage.n.01', 'five-spot.n.03', 'percentage.n.01','current.n.02', 'law.n.06', 'basic.s.04', 'support.v.09', 'price.n.05', 'upland.a.01', 'cotton.v.01', 'rice.v.01', 'soy.n.04', 'switch_off.v.01', 'penny.n.02', 'pound.n.01', 'hundredweight.n.03', 'bushel.n.02', 'respectively.r.01','department_of_agriculture.n.01', 'intention.n.03', 'propose.v.01', 'quarrel.v.01', 'price.n.05', 'floor.n.10', 'cotton.v.01', 'rice.v.01', 'soy.n.04', 'unwrap.v.02', 'previously.r.01',,"
320,",'pale_yellow.n.01', 'four-spot.n.01', 'cargo.n.01', 'master_of_architecture.n.01', 'whitethorn.n.01', 'bonus.n.02', 'award.v.02', 'metric_ton.n.01', 'pay_up.v.01', 'shape.v.02', 'commodity.n.01', 'three_hundred.s.01', 'stock.n.02','bonus.n.02', 'award.v.02', ""ship's_company.n.01"",,,"
321,",'suppose.v.01', 'drought.n.02', 'take.v.27', 'rice.v.01', 'planting.n.02', 'unmanageable.a.02', 'eight-spot.n.01', 'state.n.01', 'include.v.03', 'szechwan.n.01', 'hunan.n.01',,'means.n.01', 'suppose.v.01', 'sphere.n.01', 'state.n.01', 'suffer.v.11', 'drought.n.02', 'seven-spot.n.01', 'month.n.02','means.n.01', 'suppose.v.01', 'dry.s.14', 'weather.v.04', 'reduce.v.15', 'sum.n.02', 'water.n.01', 'store.v.02', 'percentage.n.01', 'compare.v.04', 'last.v.01', 'master_of_architecture.n.01', 'lower.v.01', 'water.n.01', 'tied.s.05', 'many.a.01', 'river.n.01', 'reduce.v.15', 'hydroelectric.a.01', 'world_power.n.01', 'supply.v.01', 'induce.v.02', 'water.n.01', 'deficit.n.01', 'industry.n.01', 'consumer.n.01',,'drought.n.02', 'besides.r.02', 'increased.a.01', 'phone_number.n.01', 'forest.n.01', 'open_fire.v.01',,,"
322,",'february.n.01', 'cargo.n.01', 'metric_ton.n.01', 'ship.v.05', 'february.n.01',,'major.n.04', 'finish.n.04', 'february.n.01', 'taiwan.n.01', 'metric_ton.n.01', 'egyptian_empire.n.01', 'iraq.n.01', 'japan.v.01', 'south.r.01', 'korea.n.01', 'soviet.n.01', 'union.n.11', 'metric_ton.n.01',,"
323,",'suppose.v.01', 'roast.n.01', 'sphere.n.01', 'survey.v.06', 'late.a.05', 'last.v.01', 'month.n.02', 'association.n.08', 'department_of_commerce.n.01', 'ministry.n.04', 'savings_bank.n.02', 'thailand.n.01', 'indicate.v.02', 'paddy.n.01', 'output.v.01', 'thailand.n.01', 'northeast.n.04', 'region.n.05', 'lower.v.01', 'expect.v.05', 'drought.n.02', 'several.s.03', 'state.n.01','association.n.08', 'suppose.v.01', 'rice.v.01', 'turn.v.07', 'sphere.n.01', 'specially.r.01', 'moved.a.01', 'moo.v.01', 'rain.n.01', 'second_gear.n.01', 'one-half.n.01', 'suppose.v.01', 'last.v.01', 'november.n.01', 'drought.n.02', 'reduce.v.15', 'sum.n.02', 'national.n.01', 'sphere.n.01', 'sow.v.02', 'paddy.n.01', 'hectare.n.01', 'year.n.03', 'year.n.03', 'ago.s.01','main.n.02', 'crop.v.05', 'typify.v.02', 'percentage.n.01', 'thailand.n.01', 'paddy.n.01', 'output.v.01',,"
324,",'sen.n.01', 'charles.n.09', 'roentgen.n.01', 'iowa.n.03', 'suppose.v.01', 'yesterday.r.02', 'indicate.v.02', 'view.v.02', 'give.v.43', 'farmer.n.01', 'two.n.01', 'bonus.n.02', 'offer.v.07', 'corn_whiskey.n.01', 'farmer.n.01', 'sign.v.06', 'program.v.02', 'month.n.02',,,,"
325,"'taiwan.n.01', 'buy.v.01', 'metric_ton.n.01', 'uranium.n.01', 'gamboge.n.02', 'roast.n.01', 'committee.n.02', 'taiwan.n.01', 'gamboge.n.02', 'importer.n.01', 'award.v.02', 'contract.v.01', 'two.n.01', 'uranium.n.01', ""ship's_company.n.01"", 'supply.v.01', 'two.n.01', 'cargo.n.01', 'gamboge.n.02', 'total.v.03', 'metric_ton.n.01', 'committee.n.02', 'spokesman.n.01', 'tell.v.03','continental.a.04', 'texture.n.05', 'colorado.n.01', 'newfangled.s.01', 'york.n.01', 'receive.v.10', 'first_gear.n.01', 'metric_ton.n.01', 'cargo.n.01', 'contract.v.01', 'price.v.02', 'uranium.n.01', 'metric_ton.n.01', 'peavey.n.01', 'colorado.n.01', 'minneapolis.n.01', 'second_gear.n.01', 'cargo.n.01', 'besides.r.02', 'metric_ton.n.01', 'metric_ton.n.01',,,"
326,",'presently.r.02', 'farmer.n.01', 'eligible.a.01', 'corn_whiskey.n.01', 'program.v.02', 'profit.v.01', 'restrict.v.03', 'planting.n.02', 'program.v.02', 'crop.v.05', 'acreage.n.01', 'root.n.03', 'crop.v.05','several.s.03', 'penis.n.01', 'sexual_intercourse.n.01', 'iowa.n.03', 'complain.v.02', 'farmer.n.01', 'fail.v.07', 'certify.v.04', 'turn.v.07', 'oat.n.02', 'use.v.01', 'past.s.02', 'ask.v.07', 'stop.v.01', 'oat.n.02', 'production.n.06', 'suffer.v.11', 'corn_whiskey.n.01', 'program.v.02', 'profit.v.01',,,"
327,",,,'sum.n.02', 'metric_ton.n.01', 'registered.s.03', 'main.n.02', 'crop.v.05', 'potato.n.02', 'future.n.03', 'february.n.01', 'valued.s.01', 'january.n.01','future.n.03', 'trade.v.03', 'total.v.03', 'metric_ton.n.01', 'january.n.01', 'value.v.01', 'worsen.v.01', 'nine.s.01','nine.s.01', 'contract.v.01', 'trade.v.03', 'february.n.01', 'six.s.01', 'previous.s.03', 'month.n.02', 'typify.v.02', 'carcase.n.01', 'valued.s.01','slob.n.01', 'cash.v.01', 'village.n.01', 'future.n.03', 'visit.v.01', 'contract.v.01', 'trade.v.03', 'january.n.01', 'value.v.01', 'rose.s.01',,"
328,",'department.n.03', 'suppose.v.01', 'bonus.n.02', 'award.v.02', 'average.v.03', 'metric_ton.n.01','cargo.n.01', 'period.n.07', 'master_of_architecture.n.01', 'april.n.01', 'metric_ton.n.01', 'april.n.01', 'whitethorn.n.01', 'metric_ton.n.01',,,,"
329,",'department.n.03', 'suppose.v.01', 'bonus.n.02', 'metric_ton.n.01', 'take.v.27', 'international.n.01', 'corporation.n.01','bonus.n.02', 'pay_up.v.01', 'shape.v.02', 'commodity.n.01', 'three_hundred.s.01', 'store.n.02',,,,"
330,",'rebate.v.03', 'requested.a.01', 'rate.v.01', 'european.n.01', 'currentness.n.01', 'whole.n.02', 'metric_ton.n.01', 'tip.v.03', 'pale_yellow.n.01', 'metric_ton.n.01', 'bread.v.01', 'pale_yellow.n.01', 'barley.n.01', 'gamboge.n.02',,"
331,",'tell.v.03', 'receive.v.02', 'international.n.01', 'energy.n.05', 'price.n.05', 'receive.v.02', 'price.n.05', 'copper.v.01', 'receive.v.02', 'price.n.05', 'pale_yellow.n.01', 'listen.v.02', 'wilson.n.11', 'tell.v.03', 'theater.n.01', 'finance.v.02', 'committee.n.02','pressure.n.02', 'vegetable_oil.n.01', ""ship's_company.n.01"", 'pale_yellow.n.01', 'farmer.n.01', 'help_oneself.v.01', 'battle.v.01', 'press_down.v.01', 'commodity.n.01', 'price.n.05', 'wilson.n.11', 'suppose.v.01', 'recognized.s.02', 'sphere.n.01', 'prisoner.n.01', 'marketplace.n.02', 'wedge.v.02', 'outside.r.01', 'boundary.n.02', 'state.n.04','wilson.n.11', 'look.v.02', 'committee.n.02', 'hash_out.v.01', 'government.n.03', 'spend.v.01', 'estimate.n.05', 'turn.v.08', 'early.a.05', 'workweek.n.01', 'suppose.v.01', 'government.n.03', 'region.n.05', 'quote.v.01', 'million.n.02', 'aid.n.03', 'western.n.02', 'agribusiness.n.01',,'suppose.v.01', 'long.r.01', 'terminus.n.03', 'solution.n.02', 'press_down.v.01', 'region.n.05', 'state.n.04', 'reach.v.07', 'release.v.09', 'trade.v.03', 'treaty.n.01', 'united.a.01', 'state.n.06', 'claim.v.03', 'better.v.03', 'mentality.n.01', 'western.n.02', 'canada.n.01',,"
332,",'intend.v.01', 'lend.v.01', 'adjutant.n.01', 'suppose.v.01', 'lend.v.01', 'subsidy.n.01', 'offer.v.07', 'stay.v.04', 'dormant.s.01',,,,"
333,"'european_union.n.01', 'rule_out.v.03', 'unblock.v.03', 'marketplace.n.02', 'wheat.n.02', 'export.v.03', 'volunteer.v.02', 'weekly.s.01', 'tender.v.04', 'trader.n.01', 'european_union.n.01', 'rule_out.v.03', 'unblock.v.03', 'marketplace.n.02', 'wheat.n.02', 'export.v.03', 'volunteer.v.02', 'weekly.s.01', 'tender.v.04', 'trader.n.01',"
334,"'european_union.n.01', 'prize.n.01', 'metric_ton.n.01', 'barley.n.02', 'export.v.03', 'license.v.01', 'metric_ton.n.01', 'trader.n.01', 'european_union.n.01', 'prize.n.01', 'metric_ton.n.01', 'barley.n.02', 'export.v.03', 'license.v.01', 'metric_ton.n.01', 'trader.n.01',"
335,",'main.n.02', 'finish.n.04', 'saudi.n.01', 'arabian_peninsula.n.01', 'metric_ton.n.01', 'barley.n.01', 'soviet.n.01', 'union.n.11', 'pale_yellow.n.01', 'italy.n.01', 'pale_yellow.n.01', 'spain.n.01', 'pale_yellow.n.01', 'gamboge.n.02', 'taiwan.n.01', 'pale_yellow.n.01', 'algeria.n.01', 'pale_yellow.n.01','february.n.01', 'today.r.02', 'five-spot.n.03', 'ship.v.05', 'load.v.05', 'metric_ton.n.01', 'cereal.n.03', 'source.n.07', 'lend.v.01','metric_ton.n.01', 'incorporate.v.02', 'metric_ton.n.01', 'pale_yellow.n.01', 'taiwan.n.01', 'pale_yellow.n.01', 'soviet.n.01', 'union.n.11', 'pale_yellow.n.01', 'algeria.n.01','friday.n.01', 'source.n.07', 'estimate.v.01', 'metric_ton.n.01', 'cereal.n.03', 'load.v.05', 'incorporate.v.02', 'metric_ton.n.01', 'barley.n.01', 'pale_yellow.n.01', 'rapeseed.n.01', 'soviet.n.01', 'union.n.11', 'pale_yellow.n.01', 'pale_yellow.n.01', 'taiwan.n.01', 'pale_yellow.n.01', 'poland.n.01',,"
336,"'european_union.n.01', 'prize.n.01', 'export.v.03', 'license.v.01', 'metric_ton.n.01', 'gamboge.n.02', 'paris.n.04', 'trade_wind.n.01','european_union.n.01', 'prize.n.01', 'export.v.03', 'license.v.01', 'metric_ton.n.01', 'gamboge.n.02', 'paris.n.04', 'trade_wind.n.01',,"
337,",'committee.n.02', 'award.v.02', 'metric_ton.n.01', 'release.v.09', 'marketplace.n.02', 'barley.n.01', 'export.v.02', 'license.n.01', 'maximum.n.03', 'export.v.02', 'refund.n.01', 'metric_ton.n.01',,"
338,",,'license.n.01', 'metric_ton.n.01', 'barley.n.01', 'award.v.02', 'french.v.01', 'trade.v.03', 'theater.n.01', 'lend.v.01',,"
339,",'writing.n.04', 'master_of_architecture.n.01', 'offspring.n.01', 'bulletin.n.01', 'david.n.03', 'rogers.n.03', 'commodity.n.01', 'marketing.n.03', 'part.n.09', 'quote.v.01', 'gradual.a.02', 'upgrade.n.04', 'world.n.06', 'pale_yellow.n.01', 'trade.v.03', 'recent.s.01', 'month.n.02', 'slow.a.04', 'upgrade.n.04', 'pale_yellow.n.01', 'price.n.05', 'recent.s.01', 'historic.s.02', 'moo.v.01','suppose.v.01', 'pale_yellow.n.01', 'trade.v.03', 'pale_yellow.n.01', 'produce.v.02', 'many.a.01', 'state.n.04', 'well.r.01', 'barometer.n.01', 'world.n.06', 'texture.n.05', 'trade.v.03', 'star.n.04', 'natural_process.n.01', 'texture.n.05', 'marketplace.n.02','rogers.n.03', 'suppose.v.01', 'world.n.06', 'texture.n.05', 'price.n.05', 'low.a.02', 'tied.s.05', 'stern.n.01', 'century.n.01', 'very.r.01', 'terminus.n.03', 'need.n.01', 'begin.v.10', 'upgrade.n.04', 'produce.v.02', 'state.n.04', 'test.v.01', 'expensive.a.01', 'price.n.05', 'support.v.09', 'policy.n.02', 'reduce.v.15', 'plant.v.05', 'acre.n.03',,"
341,",'rebate.v.03', 'stage_set.n.01', 'european.n.01', 'currentness.n.01', 'whole.n.02', 'metric_ton.n.01', 'master_of_architecture.n.01', 'april.n.01', 'july.n.01',,"
342,",'suppose.v.01', 'government.n.03', 'secret.s.05', 'exporter.n.01', 'ship.v.05', 'metric_ton.n.01', 'respectively.r.01','secret.s.05', 'exporter.n.01', 'reason.v.01', 'promote.v.02', 'weekly.n.01', 'sale.n.05', 'metric_ton.n.01', 'previous.s.03', 'workweek.n.01',,,,"
